"Data"       ,"Hora (UTC)" ,"Temp. Ins. (C)" ,"Temp. Max. (C)" ,"Temp. Min. (C)" ,"Umi. Ins. (%)" ,"Umi. Max. (%)" ,"Umi. Min. (%)" ,"Pto Orvalho Ins. (C)" ,"Pto Orvalho Max. (C)" ,"Pto Orvalho Min. (C)" ,"Pressao Ins. (hPa)" ,"Pressao Max. (hPa)" ,"Pressao Min. (hPa)" ,"Vel. Vento (m/s)" ,"Dir. Vento (m/s)" ,"Raj. Vento (m/s)" ,"Radiacao (KJ/m²)" ,"Chuva (mm)"
"26/04/2024" ,"1900"       ,"26.1"           ,"28.2"           ,"26.1"           ,"57.0"          ,"57.0"          ,"48.0"          ,"17.0"                 ,"17.5"                 ,"15.9"                 ,"885.9"              ,"886.1"              ,"885.8"              ,"2.5"              ,"124.0"            ,"8.2"              ,"1470.10"          ,"0.0"
"26/04/2024" ,"2000"       ,"27.0"           ,"27.2"           ,"25.7"           ,"54.0"          ,"58.0"          ,"51.0"          ,"16.8"                 ,"17.2"                 ,"16.1"                 ,"886.1"              ,"886.1"              ,"885.9"              ,"3.2"              ,"117.0"            ,"6.2"              ,"735.50"           ,"0.0"
"26/04/2024" ,"2100"       ,"24.7"           ,"27.0"           ,"24.7"           ,"61.0"          ,"61.0"          ,"53.0"          ,"16.5"                 ,"16.9"                 ,"16.0"                 ,"886.3"              ,"886.3"              ,"886.1"              ,"2.7"              ,"125.0"            ,"6.5"              ,"221.50"           ,"0.0"
"26/04/2024" ,"2200"       ,"23.6"           ,"24.8"           ,"23.5"           ,"64.0"          ,"64.0"          ,"60.0"          ,"16.2"                 ,"16.7"                 ,"16.2"                 ,"886.4"              ,"886.4"              ,"886.2"              ,"2.3"              ,"120.0"            ,"5.9"              ,""                 ,"0.0"
"26/04/2024" ,"2300"       ,"22.6"           ,"23.6"           ,"22.6"           ,"69.0"          ,"69.0"          ,"64.0"          ,"16.6"                 ,"16.6"                 ,"16.2"                 ,"886.8"              ,"886.8"              ,"886.4"              ,"2.0"              ,"116.0"            ,"4.3"              ,""                 ,"0.0"
"27/04/2024" ,"0000"       ,"22.2"           ,"22.8"           ,"22.1"           ,"70.0"          ,"71.0"          ,"68.0"          ,"16.6"                 ,"16.7"                 ,"16.5"                 ,"887.4"              ,"887.4"              ,"886.8"              ,"2.1"              ,"89.0"             ,"5.3"              ,""                 ,"0.0"
"27/04/2024" ,"0100"       ,"21.8"           ,"22.5"           ,"21.8"           ,"72.0"          ,"72.0"          ,"68.0"          ,"16.4"                 ,"16.5"                 ,"16.2"                 ,"887.6"              ,"887.7"              ,"887.4"              ,"2.0"              ,"101.0"            ,"4.0"              ,""                 ,"0.0"
"27/04/2024" ,"0200"       ,"21.4"           ,"21.8"           ,"21.4"           ,"71.0"          ,"72.0"          ,"70.0"          ,"15.9"                 ,"16.5"                 ,"15.9"                 ,"887.7"              ,"887.7"              ,"887.6"              ,"2.0"              ,"104.0"            ,"4.5"              ,""                 ,"0.0"
"27/04/2024" ,"0300"       ,"21.2"           ,"21.5"           ,"21.0"           ,"70.0"          ,"72.0"          ,"69.0"          ,"15.5"                 ,"15.9"                 ,"15.5"                 ,"887.8"              ,"887.8"              ,"887.7"              ,"2.6"              ,"95.0"             ,"5.9"              ,""                 ,"0.0"
"27/04/2024" ,"0400"       ,"20.3"           ,"21.4"           ,"20.3"           ,"74.0"          ,"74.0"          ,"69.0"          ,"15.6"                 ,"15.6"                 ,"15.4"                 ,"887.2"              ,"887.8"              ,"887.2"              ,"1.6"              ,"112.0"            ,"5.9"              ,""                 ,"0.0"
"27/04/2024" ,"0500"       ,"20.4"           ,"20.6"           ,"20.2"           ,"75.0"          ,"76.0"          ,"74.0"          ,"15.9"                 ,"15.9"                 ,"15.6"                 ,"886.8"              ,"887.2"              ,"886.7"              ,"1.9"              ,"106.0"            ,"4.0"              ,""                 ,"0.0"
